商品マスタID,Mycaアプリ上でのID,商品名,商品名カナ,エキスパンション,カード番号,レアリティ,封入パック,キーワード,JANコード,表示順,ジャンル,カテゴリ,販売店舗価格,買取価格,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
,800321505,クミタテ・チュリス,,DM22RP2,16A/20,U,ゴッド・オブ・アビス 第2弾 轟炎の竜皇,,,,,カード,680,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp2-16A.jpg,,,,
,800321500,ソー=ゾー,,DM22RP2,15A/20,U,ゴッド・オブ・アビス 第2弾 轟炎の竜皇,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp2-15A.jpg,,,,
,800321495,コッコ・武・ルピア,,DM22RP2,14A/20,R,ゴッド・オブ・アビス 第2弾 轟炎の竜皇,,,,,カード,880,700,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp2-14A.jpg,,,,
,800321490,セリヴィエット=エリー,,DM22RP2,13A/20,R,ゴッド・オブ・アビス 第2弾 轟炎の竜皇,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp2-13A.jpg,,,,
,800321485,チゼンテーナ-R10,,DM22RP2,12A/20,R,ゴッド・オブ・アビス 第2弾 轟炎の竜皇,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp2-12A.jpg,,,,
,800321480,熱線と照射の決断,,DM22RP2,11A/20,VR,ゴッド・オブ・アビス 第2弾 轟炎の竜皇,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp2-11A.jpg,,,,
,800321465,環嵐!ホールインワン・ヘラクレス,,DM22RP2,8A/20,SR,ゴッド・オブ・アビス 第2弾 轟炎の竜皇,,,,,カード,580,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp2-8A.jpg,,,,
,800321460,氷駆の妖精,,DM22RP2,7A/20,SR,ゴッド・オブ・アビス 第2弾 轟炎の竜皇,,,,,カード,380,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp2-7A.jpg,,,,
,800321455,ボルシャック・バラフィオル,,DM22RP2,6A/20,SR,ゴッド・オブ・アビス 第2弾 轟炎の竜皇,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp2-6A.jpg,,,,
,800321450,深淵の壊炉 マーダン=ロウ,,DM22RP2,5A/20,SR,ゴッド・オブ・アビス 第2弾 轟炎の竜皇,,,,,カード,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp2-5A.jpg,,,,
,800321440,Eine k’Reine,,DM22RP2,3A/20,SR,ゴッド・オブ・アビス 第2弾 轟炎の竜皇,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp2-3A.jpg,,,,
,800321435,ルベル・ゴルギーニ,,DM22RP2,2A/20,SR,ゴッド・オブ・アビス 第2弾 轟炎の竜皇,,,,,カード,280,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp2-2A.jpg,,,,
,800321425,邪龍 ジャブラッド,,DM22RP2,2S/2,OR,ゴッド・オブ・アビス 第2弾 轟炎の竜皇,,,,,カード,8480,8000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp2-2S.jpg,,,,
,800321420,轟炎の竜皇 ボルシャック・カイザー,,DM22RP2,1S/2,OR,ゴッド・オブ・アビス 第2弾 轟炎の竜皇,,,,,カード,3080,2500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp2-1S.jpg,,,,
,800321415,邪龍 ジャブラッド,,DM22RP2,OR2/OR2,OR,ゴッド・オブ・アビス 第2弾 轟炎の竜皇,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp2-OR2.jpg,,,,
,800321405,環嵐!ホールインワン・ヘラクレス,,DM22RP2,S8/S8,SR,ゴッド・オブ・アビス 第2弾 轟炎の竜皇,,,,,カード,380,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp2-S8.jpg,,,,
,800321395,ボルシャック・バラフィオル,,DM22RP2,S6/S8,SR,ゴッド・オブ・アビス 第2弾 轟炎の竜皇,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp2-S6.jpg,,,,
,800321390,深淵の壊炉 マーダン=ロウ,,DM22RP2,S5/S8,SR,ゴッド・オブ・アビス 第2弾 轟炎の竜皇,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp2-S5.jpg,,,,
,800321090,コッコ・武・ルピア,,DM22RP2,19/74,R,ゴッド・オブ・アビス 第2弾 轟炎の竜皇,,,,,カード,380,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp2-019.jpg,,,,
,800320140,ボルシャック・栄光・ルピア,,DM22BD1,BE10/BE10,C,レジェンドスーパーデッキ 龍覇爆炎,,,,,カード,780,400,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22bd1-BE10.jpg,,,,
,800320130,超戦龍覇 モルトNEXT,,DM22BD1,BE8/BE10,WVC,レジェンドスーパーデッキ 龍覇爆炎,,,,,カード,680,400,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22bd1-BE8.jpg,,,,
,800320125,メンデルスゾーン,,DM22BD1,BE7/BE10,-,レジェンドスーパーデッキ 龍覇爆炎,,,,,カード,780,600,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22bd1-BE7.jpg,,,,
,800320115,爆龍覇 グレンリベット/「爆流秘術、暴龍の大地!」,,DM22BD1,BE5/BE10,-,レジェンドスーパーデッキ 龍覇爆炎,,,,,カード,880,700,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22bd1-BE5a.jpg,,,,
,800320110,次世代龍覇 グレングラッサ /「ここはまかせて、お姉ちゃん!」,,DM22BD1,BE4/BE10,-,レジェンドスーパーデッキ 龍覇爆炎,,,,,カード,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22bd1-BE4a.jpg,,,,
,800320100,爆炎龍覇 モルトSAGA,,DM22BD1,BE2/BE10,-,レジェンドスーパーデッキ 龍覇爆炎,,,,,カード,780,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22bd1-BE2.jpg,,,,
,800320050,炎龍覇 グレンアイラ/「助けて!モルト!!」,,DM22BD1,11/19,-,レジェンドスーパーデッキ 龍覇爆炎,,,,,カード,180,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22bd1-011a.jpg,,,,
,800320040,超戦龍覇 モルトNEXT,,DM22BD1,9/19,WVC,レジェンドスーパーデッキ 龍覇爆炎,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22bd1-009.jpg,,,,
,800320020,爆銀王剣 バトガイ刃斗/爆熱王DX バトガイ銀河,,DM22BD1,5/19,VIC,レジェンドスーパーデッキ 龍覇爆炎,,,,,カード,380,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22bd1-005b.jpg,,,,
,800320015,闘将銀河城 ハートバーン/超戦覇龍 ガイNEXT,,DM22BD1,4/19,WVC,レジェンドスーパーデッキ 龍覇爆炎,,,,,カード,380,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22bd1-004b.jpg,,,,
,800320010,無敵王剣 ギガハート/最強熱血 オウギンガ,,DM22BD1,3/19,WVC,レジェンドスーパーデッキ 龍覇爆炎,,,,,カード,280,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22bd1-003b.jpg,,,,
,800318945,SSS級天災 デッドダムド,,DM22EX1,超G10/超G10,-,黄金戦略!!デュエキングMAX 2022,,,,,カード,1580,1000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-ChoG10.jpg,,,,
,800318940,ボルメテウス・サファイア・ドラゴン,,DM22EX1,超G9/超G10,VR,黄金戦略!!デュエキングMAX 2022,,,,,カード,680,400,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-ChoG09.jpg,,,,
,800318935,悪魔龍 ダークマスターズ,,DM22EX1,超G8/超G10,VR,黄金戦略!!デュエキングMAX 2022,,,,,カード,880,500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-ChoG08.jpg,,,,
,800318930,最終龍覇 グレンモルト,,DM22EX1,超G7/超G10,SR,黄金戦略!!デュエキングMAX 2022,,,,,カード,880,600,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-ChoG07.jpg,,,,
,800318925,龍風混成 ザーディクリカ,,DM22EX1,超G6/超G10,SR,黄金戦略!!デュエキングMAX 2022,,,,,カード,1580,1000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-ChoG06.jpg,,,,
,800318920,地封龍 ギャイア,,DM22EX1,超G5/超G10,SR,黄金戦略!!デュエキングMAX 2022,,,,,カード,2980,3000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-ChoG05.jpg,,,,
,800318915,キャンベロ <レッゾ.Star>,,DM22EX1,超G4/超G10,SR,黄金戦略!!デュエキングMAX 2022,,,,,カード,880,600,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-ChoG04.jpg,,,,
,800318910,S級宇宙 アダムスキー,,DM22EX1,超G3/超G10,SR,黄金戦略!!デュエキングMAX 2022,,,,,カード,2780,1800,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-ChoG03.jpg,,,,
,800318905,「正義星帝」 <鬼羅.Star>,,DM22EX1,超G2/超G10,SR,黄金戦略!!デュエキングMAX 2022,,,,,カード,680,400,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-ChoG02.jpg,,,,
,800318900,切札勝太&カツキング ー熱血の物語ー,,DM22EX1,超G1/超G10,DSR,黄金戦略!!デュエキングMAX 2022,,,,,カード,2780,2000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-ChoG01.jpg,,,,
,800318890,フェアリー・Re:ライフ,,DM22EX1,超49/超50,C,黄金戦略!!デュエキングMAX 2022,,,,,カード,680,400,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho49.jpg,,,,
,800318885,巨大設計図,,DM22EX1,超48/超50,C,黄金戦略!!デュエキングMAX 2022,,,,,カード,180,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho48.jpg,,,,
,800318865,悪魔妖精ベラドンナ,,DM22EX1,超44/超50,U,黄金戦略!!デュエキングMAX 2022,,,,,カード,380,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho44.jpg,,,,
,800318860,影速 ザ・トリッパー,,DM22EX1,超43/超50,U,黄金戦略!!デュエキングMAX 2022,,,,,カード,280,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho43.jpg,,,,
,800318855,地龍神の魔陣,,DM22EX1,超42/超50,U,黄金戦略!!デュエキングMAX 2022,,,,,カード,280,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho42.jpg,,,,
,800318850,妖精 アジサイ-2,,DM22EX1,超41/超50,U,黄金戦略!!デュエキングMAX 2022,,,,,カード,100,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho41.jpg,,,,
,800318845,エボリューション・エッグ,,DM22EX1,超40/超50,U,黄金戦略!!デュエキングMAX 2022,,,,,カード,1280,1000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho40.jpg,,,,
,800318840,獅子王の遺跡,,DM22EX1,超39/超50,U,黄金戦略!!デュエキングMAX 2022,,,,,カード,380,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho39.jpg,,,,
,800318835,バッドドッグ・マニアクス,,DM22EX1,超38/超50,U,黄金戦略!!デュエキングMAX 2022,,,,,カード,280,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho38.jpg,,,,
,800318810,ドンドン火噴くナウ,,DM22EX1,超33/超50,R,黄金戦略!!デュエキングMAX 2022,,,,,カード,180,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho33.jpg,,,,
,800318800,T・T・T,,DM22EX1,超31/超50,R,黄金戦略!!デュエキングMAX 2022,,,,,カード,580,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho31.jpg,,,,
,800318790,凰翔竜機ワルキューレ・ルピア,,DM22EX1,超29/超50,R,黄金戦略!!デュエキングMAX 2022,,,,,カード,100,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho29.jpg,,,,
,800318785,真邪連結 バウ・M・ロマイオン,,DM22EX1,超28/超50,R,黄金戦略!!デュエキングMAX 2022,,,,,カード,780,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho28.jpg,,,,
,800318770,樹食の超人,,DM22EX1,超25/超50,R,黄金戦略!!デュエキングMAX 2022,,,,,カード,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho25.jpg,,,,
,800318765,魔天降臨,,DM22EX1,超24/超50,R,黄金戦略!!デュエキングMAX 2022,,,,,カード,380,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho24.jpg,,,,
,800318750,天災 デドダム,,DM22EX1,超21/超50,-,黄金戦略!!デュエキングMAX 2022,,,,,カード,580,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho21.jpg,,,,
,800318740,SSS級天災 デッドダムド,,DM22EX1,超19/超50,-,黄金戦略!!デュエキングMAX 2022,,,,,カード,880,600,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho19.jpg,,,,
,800318735,エヴォ・ルピア,,DM22EX1,超18/超50,-,黄金戦略!!デュエキングMAX 2022,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho18.jpg,,,,
,800318730,禁断のモモキングダム,,DM22EX1,超17/超50,-,黄金戦略!!デュエキングMAX 2022,,,,,カード,100,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho17.jpg,,,,
,800318725,【マニフェスト】チームウェイブを救いたい【聞け】,,DM22EX1,超16/超50,-,黄金戦略!!デュエキングMAX 2022,,,,,カード,380,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho16.jpg,,,,
,800318720,カンゴク入道,,DM22EX1,超15/超50,-,黄金戦略!!デュエキングMAX 2022,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho15.jpg,,,,
,800318710,禁断竜秘伝エターナルプレミアムズ,,DM22EX1,超13/超50,VR,黄金戦略!!デュエキングMAX 2022,,,,,カード,280,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho13.jpg,,,,
,800318700,エンドレス・フローズン・カーニバル,,DM22EX1,超11/超50,VR,黄金戦略!!デュエキングMAX 2022,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho11.jpg,,,,
,800318695,禁時王秘伝エンドオブランド,,DM22EX1,超10/超50,VR,黄金戦略!!デュエキングMAX 2022,,,,,カード,280,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho10.jpg,,,,
,800318685,悪魔龍 ダークマスターズ,,DM22EX1,超8/超50,VR,黄金戦略!!デュエキングMAX 2022,,,,,カード,780,500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho08.jpg,,,,
,800318680,龍風混成 ザーディクリカ,,DM22EX1,超7/超50,SR,黄金戦略!!デュエキングMAX 2022,,,,,カード,980,700,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho07.jpg,,,,
,800318670,終末の監視者 ジ・ウォッチ,,DM22EX1,超5/超50,SR,黄金戦略!!デュエキングMAX 2022,,,,,カード,680,500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho05.jpg,,,,
,800318665,S級宇宙 アダムスキー,,DM22EX1,超4/超50,SR,黄金戦略!!デュエキングMAX 2022,,,,,カード,1780,1300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho04.jpg,,,,
,800318660,「正義星帝」 <鬼羅.Star>,,DM22EX1,超3/超50,SR,黄金戦略!!デュエキングMAX 2022,,,,,カード,380,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho03.jpg,,,,
,800318655,切札勝太&カツキング ー熱血の物語ー,,DM22EX1,超2/超50,DSR,黄金戦略!!デュエキングMAX 2022,,,,,カード,1380,800,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-Cho02.jpg,,,,
,800318430,無限皇帝の顕現,,DM22EX1,87/130,U,黄金戦略!!デュエキングMAX 2022,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-087.jpg,,,,
,800318425,カレイコの黒像,,DM22EX1,86/130,U,黄金戦略!!デュエキングMAX 2022,,,,,カード,1280,700,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-086.jpg,,,,
,800318275,コレンココ・タンク/ボント・プラントボ,,DM22EX1,56/130,R,黄金戦略!!デュエキングMAX 2022,,,,,カード,480,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-056a.jpg,,,,
,800318255,キャベッジ・セッションズ/ソイルピンプ・キャベッジ,,DM22EX1,52/130,R,黄金戦略!!デュエキングMAX 2022,,,,,カード,80,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-052a.jpg,,,,
,800318200,覚醒連結 XXDDZ,,DM22EX1,41/130,VR,黄金戦略!!デュエキングMAX 2022,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-041.jpg,,,,
,800318165,龍装者 ジスタジオ,,DM22EX1,34/130,VR,黄金戦略!!デュエキングMAX 2022,,,,,カード,100,10,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-034.jpg,,,,
,800318160,八頭竜 ACE-Yamata/神秘の宝剣,,DM22EX1,33/130,VR,黄金戦略!!デュエキングMAX 2022,,,,,カード,280,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-033a.jpg,,,,
,800318145,R.S.F.K./オールイン・チャージャー,,DM22EX1,30/130,VR,黄金戦略!!デュエキングMAX 2022,,,,,カード,680,400,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-030a.jpg,,,,
,800318140,オールデリート,,DM22EX1,29/130,VR,黄金戦略!!デュエキングMAX 2022,,,,,カード,280,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-029.jpg,,,,
,800318085,龍素記号ｗD サイクルペディア,,DM22EX1,18/130,SR,黄金戦略!!デュエキングMAX 2022,,,,,カード,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-018.jpg,,,,
,800318075,「正義全帝」,,DM22EX1,16/130,SR,黄金戦略!!デュエキングMAX 2022,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-016.jpg,,,,
,800318070,地封龍 ギャイア,,DM22EX1,15/130,SR,黄金戦略!!デュエキングMAX 2022,,,,,カード,2980,2700,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-015.jpg,,,,
,800318065,地龍仙ロマネアース/仙なる大地,,DM22EX1,14/130,SR,黄金戦略!!デュエキングMAX 2022,,,,,カード,2480,1000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-014a.jpg,,,,
,800318050,覇帝なき侵略 レッドゾーンF,,DM22EX1,11/130,SR,黄金戦略!!デュエキングMAX 2022,,,,,カード,580,400,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-011.jpg,,,,
,800318045,キャンベロ <レッゾ.Star>,,DM22EX1,10/130,SR,黄金戦略!!デュエキングMAX 2022,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-010.jpg,,,,
,800318035,「無月」の頂 ＄スザーク＄,,DM22EX1,8/130,SR,黄金戦略!!デュエキングMAX 2022,,,,,カード,880,600,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-008.jpg,,,,
,800318030,超神星DOOM・ドラゲリオン,,DM22EX1,7/130,SR,黄金戦略!!デュエキングMAX 2022,,,,,カード,980,500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-007.jpg,,,,
,800318015,光霊姫アレフティナ,,DM22EX1,4/130,SR,黄金戦略!!デュエキングMAX 2022,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22ex1-004.jpg,,,,
,800316835,堕呪 ゴンパドゥ,,DM22RP1,TF17/TF20,C,ゴッド・オブ・アビス 第1弾 伝説の邪神,,,,,カード,180,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp1-TF17.jpg,,,,
,800316830,氷牙レオポル・ディーネ公/エマージェンシー・タイフーン,,DM22RP1,TF16/TF20,C,ゴッド・オブ・アビス 第1弾 伝説の邪神,,,,,カード,380,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp1-TF16a.jpg,,,,
,800316825,とこしえの超人,,DM22RP1,TF15/TF20,U,ゴッド・オブ・アビス 第1弾 伝説の邪神,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp1-TF15.jpg,,,,
,800316765,ボルシャック・スーパーヒーロー/超英雄タイム,,DM22RP1,TF3/TF20,-,ゴッド・オブ・アビス 第1弾 伝説の邪神,,,,,カード,380,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp1-TF3a.jpg,,,,
,800316755,冥界の不死帝 ブルース/「迷いはない。俺の成すことは決まった」,,DM22RP1,TF1/TF20,-,ゴッド・オブ・アビス 第1弾 伝説の邪神,,,,,カード,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp1-TF1a.jpg,,,,
,800316655,冥界の不死帝 ブルース/「迷いはない。俺の成すことは決まった」,,DM22RP1,T1/T20,-,ゴッド・オブ・アビス 第1弾 伝説の邪神,,,,,カード,100,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22rp1-T1a.jpg,,,,
